"","date","site_id","daily_mean_pm10_concentration","state","county","site_longitude","site_latitude","concurred"
"336",2018-12-19,"060670010",13,"California","Sacramento",-121.49311,38.56844,"N"
"337",2018-12-20,"060670010",17,"California","Sacramento",-121.49311,38.56844,"N"
"338",2018-12-21,"060670010",10,"California","Sacramento",-121.49311,38.56844,"N"
"339",2018-12-22,"060670010",8,"California","Sacramento",-121.49311,38.56844,"N"
"340",2018-12-23,"060670010",10,"California","Sacramento",-121.49311,38.56844,"N"
"341",2018-12-24,"060670010",20,"California","Sacramento",-121.49311,38.56844,"N"
"342",2018-12-25,"060670010",3,"California","Sacramento",-121.49311,38.56844,"N"
"343",2018-12-26,"060670010",7,"California","Sacramento",-121.49311,38.56844,"N"
"344",2018-12-27,"060670010",6,"California","Sacramento",-121.49311,38.56844,"N"
"345",2018-12-28,"060670010",2,"California","Sacramento",-121.49311,38.56844,"N"
"346",2018-12-29,"060670010",20,"California","Sacramento",-121.49311,38.56844,"N"
"347",2018-12-30,"060670010",26,"California","Sacramento",-121.49311,38.56844,"N"
"348",2018-12-31,"060670010",7,"California","Sacramento",-121.49311,38.56844,"N"
"349",2019-01-01,"060670010",6,"California","Sacramento",-121.49311,38.56844,"N"
"350",2019-01-02,"060670010",35,"California","Sacramento",-121.49311,38.56844,"N"
"351",2019-01-03,"060670010",33,"California","Sacramento",-121.49311,38.56844,"N"
"352",2019-01-04,"060670010",48,"California","Sacramento",-121.49311,38.56844,"N"
"353",2019-01-05,"060670010",23,"California","Sacramento",-121.49311,38.56844,"N"
"354",2019-01-06,"060670010",5,"California","Sacramento",-121.49311,38.56844,"N"
"355",2019-01-07,"060670010",6,"California","Sacramento",-121.49311,38.56844,"N"
"356",2019-01-08,"060670010",13,"California","Sacramento",-121.49311,38.56844,"N"
"357",2019-01-09,"060670010",8,"California","Sacramento",-121.49311,38.56844,"N"
"358",2019-01-10,"060670010",13,"California","Sacramento",-121.49311,38.56844,"N"
"359",2019-01-11,"060670010",9,"California","Sacramento",-121.49311,38.56844,"N"
"360",2019-01-12,"060670010",13,"California","Sacramento",-121.49311,38.56844,"N"
"361",2019-01-13,"060670010",13,"California","Sacramento",-121.49311,38.56844,"N"
"362",2019-01-14,"060670010",14,"California","Sacramento",-121.49311,38.56844,"N"
"363",2019-01-15,"060670010",5,"California","Sacramento",-121.49311,38.56844,"N"
"364",2019-01-16,"060670010",4,"California","Sacramento",-121.49311,38.56844,"N"
"365",2019-01-17,"060670010",16,"California","Sacramento",-121.49311,38.56844,"N"
"366",2019-01-18,"060670010",19,"California","Sacramento",-121.49311,38.56844,"N"
"367",2019-01-19,"060670010",16,"California","Sacramento",-121.49311,38.56844,"N"
"368",2019-01-20,"060670010",7,"California","Sacramento",-121.49311,38.56844,"N"
"369",2019-01-21,"060670010",5,"California","Sacramento",-121.49311,38.56844,"N"
"370",2019-01-22,"060670010",5,"California","Sacramento",-121.49311,38.56844,"N"
"371",2019-01-23,"060670010",12,"California","Sacramento",-121.49311,38.56844,"N"
"372",2019-01-24,"060670010",26,"California","Sacramento",-121.49311,38.56844,"N"
"373",2019-01-25,"060670010",23,"California","Sacramento",-121.49311,38.56844,"N"
"374",2019-01-26,"060670010",27,"California","Sacramento",-121.49311,38.56844,"N"
"375",2019-01-27,"060670010",28,"California","Sacramento",-121.49311,38.56844,"N"
"376",2019-01-28,"060670010",32,"California","Sacramento",-121.49311,38.56844,"N"
"377",2019-01-29,"060670010",39,"California","Sacramento",-121.49311,38.56844,"N"
"378",2019-01-30,"060670010",38,"California","Sacramento",-121.49311,38.56844,"N"
"379",2019-01-31,"060670010",37,"California","Sacramento",-121.49311,38.56844,"N"
"380",2019-02-01,"060670010",15,"California","Sacramento",-121.49311,38.56844,"N"
"381",2019-02-02,"060670010",2,"California","Sacramento",-121.49311,38.56844,"N"
"382",2019-02-03,"060670010",4,"California","Sacramento",-121.49311,38.56844,"N"
"383",2019-02-04,"060670010",1,"California","Sacramento",-121.49311,38.56844,"N"
"384",2019-02-05,"060670010",4,"California","Sacramento",-121.49311,38.56844,"N"
"385",2019-02-06,"060670010",10,"California","Sacramento",-121.49311,38.56844,"N"
"386",2019-02-07,"060670010",18,"California","Sacramento",-121.49311,38.56844,"N"
"387",2019-02-08,"060670010",15,"California","Sacramento",-121.49311,38.56844,"N"
"388",2019-02-09,"060670010",5,"California","Sacramento",-121.49311,38.56844,"N"
"389",2019-02-10,"060670010",3,"California","Sacramento",-121.49311,38.56844,"N"
"390",2019-02-11,"060670010",8,"California","Sacramento",-121.49311,38.56844,"N"
"391",2019-02-12,"060670010",13,"California","Sacramento",-121.49311,38.56844,"N"
"392",2019-02-13,"060670010",6,"California","Sacramento",-121.49311,38.56844,"N"
"393",2019-02-14,"060670010",5,"California","Sacramento",-121.49311,38.56844,"N"
"394",2019-02-15,"060670010",4,"California","Sacramento",-121.49311,38.56844,"N"
"395",2019-02-16,"060670010",3,"California","Sacramento",-121.49311,38.56844,"N"
"396",2019-02-17,"060670010",2,"California","Sacramento",-121.49311,38.56844,"N"
"397",2019-02-18,"060670010",2,"California","Sacramento",-121.49311,38.56844,"N"
"398",2019-02-19,"060670010",4,"California","Sacramento",-121.49311,38.56844,"N"
"399",2019-02-20,"060670010",9,"California","Sacramento",-121.49311,38.56844,"N"
"400",2019-02-21,"060670010",2,"California","Sacramento",-121.49311,38.56844,"N"
"401",2019-02-22,"060670010",8,"California","Sacramento",-121.49311,38.56844,"N"
"402",2019-02-23,"060670010",14,"California","Sacramento",-121.49311,38.56844,"N"
"403",2019-02-24,"060670010",12,"California","Sacramento",-121.49311,38.56844,"N"
"404",2019-02-25,"060670010",12,"California","Sacramento",-121.49311,38.56844,"N"
"405",2019-02-26,"060670010",6,"California","Sacramento",-121.49311,38.56844,"N"
"406",2019-02-27,"060670010",5,"California","Sacramento",-121.49311,38.56844,"N"
"407",2019-02-28,"060670010",8,"California","Sacramento",-121.49311,38.56844,"N"
"408",2019-03-01,"060670010",12,"California","Sacramento",-121.49311,38.56844,"N"
"409",2019-03-02,"060670010",4,"California","Sacramento",-121.49311,38.56844,"N"
"410",2019-03-03,"060670010",7,"California","Sacramento",-121.49311,38.56844,"N"
"411",2019-03-04,"060670010",9,"California","Sacramento",-121.49311,38.56844,"N"
"412",2019-03-05,"060670010",9,"California","Sacramento",-121.49311,38.56844,"N"
"413",2019-03-06,"060670010",3,"California","Sacramento",-121.49311,38.56844,"N"
"414",2019-03-07,"060670010",4,"California","Sacramento",-121.49311,38.56844,"N"
"415",2019-03-08,"060670010",8,"California","Sacramento",-121.49311,38.56844,"N"
"416",2019-03-09,"060670010",5,"California","Sacramento",-121.49311,38.56844,"N"
"417",2019-03-10,"060670010",2,"California","Sacramento",-121.49311,38.56844,"N"
"418",2019-03-11,"060670010",4,"California","Sacramento",-121.49311,38.56844,"N"
"419",2019-03-12,"060670010",8,"California","Sacramento",-121.49311,38.56844,"N"
"420",2019-03-13,"060670010",4,"California","Sacramento",-121.49311,38.56844,"N"
"421",2019-03-14,"060670010",7,"California","Sacramento",-121.49311,38.56844,"N"
"422",2019-03-15,"060670010",13,"California","Sacramento",-121.49311,38.56844,"N"
"423",2019-03-16,"060670010",17,"California","Sacramento",-121.49311,38.56844,"N"
"424",2019-03-17,"060670010",16,"California","Sacramento",-121.49311,38.56844,"N"
"425",2019-03-18,"060670010",22,"California","Sacramento",-121.49311,38.56844,"N"
"426",2019-03-19,"060670010",29,"California","Sacramento",-121.49311,38.56844,"N"
"427",2019-03-20,"060670010",8,"California","Sacramento",-121.49311,38.56844,"N"
"428",2019-03-21,"060670010",8,"California","Sacramento",-121.49311,38.56844,"N"
"429",2019-03-22,"060670010",15,"California","Sacramento",-121.49311,38.56844,"N"
"430",2019-03-23,"060670010",7,"California","Sacramento",-121.49311,38.56844,"N"
"431",2019-03-24,"060670010",10,"California","Sacramento",-121.49311,38.56844,"N"
"432",2019-03-25,"060670010",16,"California","Sacramento",-121.49311,38.56844,"N"
"433",2019-03-26,"060670010",5,"California","Sacramento",-121.49311,38.56844,"N"
"434",2019-03-27,"060670010",7,"California","Sacramento",-121.49311,38.56844,"N"
"435",2019-03-28,"060670010",11,"California","Sacramento",-121.49311,38.56844,"N"
"436",2019-03-29,"060670010",10,"California","Sacramento",-121.49311,38.56844,"N"
"437",2019-03-30,"060670010",5,"California","Sacramento",-121.49311,38.56844,"N"
"438",2019-03-31,"060670010",9,"California","Sacramento",-121.49311,38.56844,"N"
"439",2019-04-01,"060670010",17,"California","Sacramento",-121.49311,38.56844,"N"
"440",2019-04-02,"060670010",5,"California","Sacramento",-121.49311,38.56844,"N"
"441",2019-04-03,"060670010",5,"California","Sacramento",-121.49311,38.56844,"N"
"442",2019-04-04,"060670010",3,"California","Sacramento",-121.49311,38.56844,"N"
"443",2019-04-05,"060670010",8,"California","Sacramento",-121.49311,38.56844,"N"
"444",2019-04-06,"060670010",8,"California","Sacramento",-121.49311,38.56844,"N"
"445",2019-04-07,"060670010",9,"California","Sacramento",-121.49311,38.56844,"N"
"446",2019-04-08,"060670010",10,"California","Sacramento",-121.49311,38.56844,"N"
"447",2019-04-09,"060670010",7,"California","Sacramento",-121.49311,38.56844,"N"
"448",2019-04-10,"060670010",6,"California","Sacramento",-121.49311,38.56844,"N"
"449",2019-04-11,"060670010",8,"California","Sacramento",-121.49311,38.56844,"N"
"450",2019-04-12,"060670010",7,"California","Sacramento",-121.49311,38.56844,"N"
"451",2019-04-13,"060670010",10,"California","Sacramento",-121.49311,38.56844,"N"
"452",2019-04-14,"060670010",13,"California","Sacramento",-121.49311,38.56844,"N"
"453",2019-04-15,"060670010",11,"California","Sacramento",-121.49311,38.56844,"N"
"454",2019-04-16,"060670010",7,"California","Sacramento",-121.49311,38.56844,"N"
"455",2019-04-17,"060670010",11,"California","Sacramento",-121.49311,38.56844,"N"
"456",2019-04-18,"060670010",19,"California","Sacramento",-121.49311,38.56844,"N"
"457",2019-04-19,"060670010",21,"California","Sacramento",-121.49311,38.56844,"N"
"458",2019-04-20,"060670010",16,"California","Sacramento",-121.49311,38.56844,"N"
"459",2019-04-21,"060670010",11,"California","Sacramento",-121.49311,38.56844,"N"
"460",2019-04-22,"060670010",17,"California","Sacramento",-121.49311,38.56844,"N"
"461",2019-04-23,"060670010",24,"California","Sacramento",-121.49311,38.56844,"N"
"462",2019-04-24,"060670010",26,"California","Sacramento",-121.49311,38.56844,"N"
"463",2019-04-25,"060670010",23,"California","Sacramento",-121.49311,38.56844,"N"
"464",2019-04-26,"060670010",28,"California","Sacramento",-121.49311,38.56844,"N"
"465",2019-04-27,"060670010",31,"California","Sacramento",-121.49311,38.56844,"N"
"466",2019-04-28,"060670010",29,"California","Sacramento",-121.49311,38.56844,"N"
"467",2019-04-29,"060670010",28,"California","Sacramento",-121.49311,38.56844,"N"
"468",2019-04-30,"060670010",30,"California","Sacramento",-121.49311,38.56844,"N"
"469",2019-05-01,"060670010",23,"California","Sacramento",-121.49311,38.56844,"N"
"470",2019-05-02,"060670010",20,"California","Sacramento",-121.49311,38.56844,"N"
"471",2019-05-03,"060670010",24,"California","Sacramento",-121.49311,38.56844,"N"
"472",2019-05-04,"060670010",18,"California","Sacramento",-121.49311,38.56844,"N"
"473",2019-05-05,"060670010",15,"California","Sacramento",-121.49311,38.56844,"N"
"474",2019-05-06,"060670010",8,"California","Sacramento",-121.49311,38.56844,"N"
"475",2019-05-07,"060670010",11,"California","Sacramento",-121.49311,38.56844,"N"
"476",2019-05-08,"060670010",17,"California","Sacramento",-121.49311,38.56844,"N"
"477",2019-05-09,"060670010",15,"California","Sacramento",-121.49311,38.56844,"N"
"478",2019-05-10,"060670010",27,"California","Sacramento",-121.49311,38.56844,"N"
"479",2019-05-11,"060670010",18,"California","Sacramento",-121.49311,38.56844,"N"
"480",2019-05-12,"060670010",12,"California","Sacramento",-121.49311,38.56844,"N"
"481",2019-05-13,"060670010",14,"California","Sacramento",-121.49311,38.56844,"N"
"482",2019-05-14,"060670010",9,"California","Sacramento",-121.49311,38.56844,"N"
"483",2019-05-15,"060670010",8,"California","Sacramento",-121.49311,38.56844,"N"
"484",2019-05-16,"060670010",8,"California","Sacramento",-121.49311,38.56844,"N"
"485",2019-05-17,"060670010",10,"California","Sacramento",-121.49311,38.56844,"N"
"486",2019-05-18,"060670010",7,"California","Sacramento",-121.49311,38.56844,"N"
"487",2019-05-19,"060670010",3,"California","Sacramento",-121.49311,38.56844,"N"
"488",2019-05-20,"060670010",8,"California","Sacramento",-121.49311,38.56844,"N"
"489",2019-05-21,"060670010",6,"California","Sacramento",-121.49311,38.56844,"N"
"490",2019-05-22,"060670010",4,"California","Sacramento",-121.49311,38.56844,"N"
"491",2019-05-23,"060670010",12,"California","Sacramento",-121.49311,38.56844,"N"
"492",2019-05-24,"060670010",11,"California","Sacramento",-121.49311,38.56844,"N"
"493",2019-05-25,"060670010",13,"California","Sacramento",-121.49311,38.56844,"N"
"494",2019-05-26,"060670010",8,"California","Sacramento",-121.49311,38.56844,"N"
"495",2019-05-27,"060670010",10,"California","Sacramento",-121.49311,38.56844,"N"
"496",2019-05-28,"060670010",11,"California","Sacramento",-121.49311,38.56844,"N"
"497",2019-05-29,"060670010",20,"California","Sacramento",-121.49311,38.56844,"N"
"498",2019-05-30,"060670010",12,"California","Sacramento",-121.49311,38.56844,"N"
"499",2019-05-31,"060670010",13,"California","Sacramento",-121.49311,38.56844,"N"
"500",2019-06-01,"060670010",16,"California","Sacramento",-121.49311,38.56844,"N"
"501",2019-06-02,"060670010",8,"California","Sacramento",-121.49311,38.56844,"N"
"502",2019-06-03,"060670010",13,"California","Sacramento",-121.49311,38.56844,"N"
"503",2019-06-04,"060670010",23,"California","Sacramento",-121.49311,38.56844,"N"
"504",2019-06-05,"060670010",26,"California","Sacramento",-121.49311,38.56844,"N"
"505",2019-06-06,"060670010",19,"California","Sacramento",-121.49311,38.56844,"N"
"506",2019-06-07,"060670010",14,"California","Sacramento",-121.49311,38.56844,"N"
"507",2019-06-08,"060670010",25,"California","Sacramento",-121.49311,38.56844,"N"
"508",2019-06-09,"060670010",14,"California","Sacramento",-121.49311,38.56844,"N"
"509",2019-06-10,"060670010",24,"California","Sacramento",-121.49311,38.56844,"N"
"510",2019-06-11,"060670010",24,"California","Sacramento",-121.49311,38.56844,"N"
"511",2019-06-12,"060670010",29,"California","Sacramento",-121.49311,38.56844,"N"
"512",2019-06-13,"060670010",19,"California","Sacramento",-121.49311,38.56844,"N"
"513",2019-06-14,"060670010",14,"California","Sacramento",-121.49311,38.56844,"N"
"514",2019-06-15,"060670010",13,"California","Sacramento",-121.49311,38.56844,"N"
"515",2019-06-16,"060670010",11,"California","Sacramento",-121.49311,38.56844,"N"
"516",2019-06-17,"060670010",21,"California","Sacramento",-121.49311,38.56844,"N"
"517",2019-06-18,"060670010",27,"California","Sacramento",-121.49311,38.56844,"N"
"518",2019-06-19,"060670010",16,"California","Sacramento",-121.49311,38.56844,"N"
"519",2019-06-25,"060670010",23,"California","Sacramento",-121.49311,38.56844,"N"
"520",2019-06-26,"060670010",15,"California","Sacramento",-121.49311,38.56844,"N"
"521",2019-06-27,"060670010",11,"California","Sacramento",-121.49311,38.56844,"N"
"522",2019-06-28,"060670010",14,"California","Sacramento",-121.49311,38.56844,"N"
"523",2019-06-29,"060670010",13,"California","Sacramento",-121.49311,38.56844,"N"
"524",2019-06-30,"060670010",14,"California","Sacramento",-121.49311,38.56844,"N"
"525",2019-07-01,"060670010",19,"California","Sacramento",-121.49311,38.56844,"N"
"526",2019-07-02,"060670010",24,"California","Sacramento",-121.49311,38.56844,"N"
"527",2019-07-03,"060670010",22,"California","Sacramento",-121.49311,38.56844,"N"
"528",2019-07-04,"060670010",23,"California","Sacramento",-121.49311,38.56844,"N"
"529",2019-07-05,"060670010",18,"California","Sacramento",-121.49311,38.56844,"N"
"530",2019-07-06,"060670010",23,"California","Sacramento",-121.49311,38.56844,"N"
"531",2019-07-07,"060670010",20,"California","Sacramento",-121.49311,38.56844,"N"
"532",2019-07-08,"060670010",17,"California","Sacramento",-121.49311,38.56844,"N"
"533",2019-07-09,"060670010",13,"California","Sacramento",-121.49311,38.56844,"N"
"534",2019-07-10,"060670010",10,"California","Sacramento",-121.49311,38.56844,"N"
"535",2019-07-11,"060670010",11,"California","Sacramento",-121.49311,38.56844,"N"
"536",2019-07-12,"060670010",13,"California","Sacramento",-121.49311,38.56844,"N"
"537",2019-07-13,"060670010",13,"California","Sacramento",-121.49311,38.56844,"N"
"538",2019-07-14,"060670010",12,"California","Sacramento",-121.49311,38.56844,"N"
"539",2019-07-15,"060670010",18,"California","Sacramento",-121.49311,38.56844,"N"
"540",2019-07-16,"060670010",15,"California","Sacramento",-121.49311,38.56844,"N"
"541",2019-07-17,"060670010",21,"California","Sacramento",-121.49311,38.56844,"N"
"542",2019-07-18,"060670010",14,"California","Sacramento",-121.49311,38.56844,"N"
"543",2019-07-19,"060670010",17,"California","Sacramento",-121.49311,38.56844,"N"
"544",2019-07-20,"060670010",12,"California","Sacramento",-121.49311,38.56844,"N"
"545",2019-07-21,"060670010",11,"California","Sacramento",-121.49311,38.56844,"N"
"546",2019-07-22,"060670010",18,"California","Sacramento",-121.49311,38.56844,"N"
"547",2019-07-23,"060670010",16,"California","Sacramento",-121.49311,38.56844,"N"
"548",2019-07-24,"060670010",20,"California","Sacramento",-121.49311,38.56844,"N"
"549",2019-07-25,"060670010",22,"California","Sacramento",-121.49311,38.56844,"N"
"550",2019-07-26,"060670010",12,"California","Sacramento",-121.49311,38.56844,"N"
"551",2019-07-27,"060670010",22,"California","Sacramento",-121.49311,38.56844,"N"
"552",2019-07-28,"060670010",22,"California","Sacramento",-121.49311,38.56844,"N"
"553",2019-07-29,"060670010",31,"California","Sacramento",-121.49311,38.56844,"N"
"554",2019-07-30,"060670010",21,"California","Sacramento",-121.49311,38.56844,"N"
"555",2019-07-31,"060670010",24,"California","Sacramento",-121.49311,38.56844,"N"
"556",2019-08-01,"060670010",15,"California","Sacramento",-121.49311,38.56844,"N"
"557",2019-08-02,"060670010",16,"California","Sacramento",-121.49311,38.56844,"N"
"558",2019-08-03,"060670010",12,"California","Sacramento",-121.49311,38.56844,"N"
"559",2019-08-04,"060670010",8,"California","Sacramento",-121.49311,38.56844,"N"
"560",2019-08-05,"060670010",19,"California","Sacramento",-121.49311,38.56844,"N"
"561",2019-08-06,"060670010",20,"California","Sacramento",-121.49311,38.56844,"N"
"562",2019-08-07,"060670010",22,"California","Sacramento",-121.49311,38.56844,"N"
"563",2019-08-08,"060670010",16,"California","Sacramento",-121.49311,38.56844,"N"
"564",2019-08-09,"060670010",13,"California","Sacramento",-121.49311,38.56844,"N"
"565",2019-08-10,"060670010",8,"California","Sacramento",-121.49311,38.56844,"N"
"566",2019-08-11,"060670010",11,"California","Sacramento",-121.49311,38.56844,"N"
"567",2019-08-12,"060670010",17,"California","Sacramento",-121.49311,38.56844,"N"
"568",2019-08-13,"060670010",22,"California","Sacramento",-121.49311,38.56844,"N"
"569",2019-08-14,"060670010",27,"California","Sacramento",-121.49311,38.56844,"N"
"570",2019-08-15,"060670010",28,"California","Sacramento",-121.49311,38.56844,"N"
"571",2019-08-16,"060670010",30,"California","Sacramento",-121.49311,38.56844,"N"
"572",2019-08-17,"060670010",26,"California","Sacramento",-121.49311,38.56844,"N"
"573",2019-08-18,"060670010",14,"California","Sacramento",-121.49311,38.56844,"N"
"574",2019-08-19,"060670010",13,"California","Sacramento",-121.49311,38.56844,"N"
"575",2019-08-20,"060670010",13,"California","Sacramento",-121.49311,38.56844,"N"
"576",2019-08-21,"060670010",20,"California","Sacramento",-121.49311,38.56844,"N"
"577",2019-08-22,"060670010",21,"California","Sacramento",-121.49311,38.56844,"N"
"578",2019-08-23,"060670010",23,"California","Sacramento",-121.49311,38.56844,"N"
"579",2019-08-24,"060670010",18,"California","Sacramento",-121.49311,38.56844,"N"
"580",2019-08-25,"060670010",16,"California","Sacramento",-121.49311,38.56844,"N"
"581",2019-08-26,"060670010",24,"California","Sacramento",-121.49311,38.56844,"N"
"582",2019-08-27,"060670010",19,"California","Sacramento",-121.49311,38.56844,"N"
"583",2019-08-28,"060670010",20,"California","Sacramento",-121.49311,38.56844,"N"
"584",2019-08-29,"060670010",21,"California","Sacramento",-121.49311,38.56844,"N"
"585",2019-08-30,"060670010",22,"California","Sacramento",-121.49311,38.56844,"N"
"586",2019-08-31,"060670010",19,"California","Sacramento",-121.49311,38.56844,"N"
"587",2019-09-01,"060670010",12,"California","Sacramento",-121.49311,38.56844,"N"
"588",2019-09-02,"060670010",18,"California","Sacramento",-121.49311,38.56844,"N"
"589",2019-09-03,"060670010",18,"California","Sacramento",-121.49311,38.56844,"N"
"590",2019-09-04,"060670010",23,"California","Sacramento",-121.49311,38.56844,"N"
"591",2019-09-05,"060670010",13,"California","Sacramento",-121.49311,38.56844,"N"
"592",2019-09-06,"060670010",12,"California","Sacramento",-121.49311,38.56844,"N"
"593",2019-09-07,"060670010",15,"California","Sacramento",-121.49311,38.56844,"N"
"594",2019-09-08,"060670010",11,"California","Sacramento",-121.49311,38.56844,"N"
"595",2019-09-09,"060670010",16,"California","Sacramento",-121.49311,38.56844,"N"
"596",2019-09-10,"060670010",17,"California","Sacramento",-121.49311,38.56844,"N"
"597",2019-09-11,"060670010",26,"California","Sacramento",-121.49311,38.56844,"N"
"598",2019-09-12,"060670010",36,"California","Sacramento",-121.49311,38.56844,"N"
"599",2019-09-13,"060670010",40,"California","Sacramento",-121.49311,38.56844,"N"
"600",2019-09-14,"060670010",25,"California","Sacramento",-121.49311,38.56844,"N"
"601",2019-09-15,"060670010",16,"California","Sacramento",-121.49311,38.56844,"N"
"602",2019-09-16,"060670010",9,"California","Sacramento",-121.49311,38.56844,"N"
"603",2019-09-17,"060670010",13,"California","Sacramento",-121.49311,38.56844,"N"
"604",2019-09-18,"060670010",11,"California","Sacramento",-121.49311,38.56844,"N"
"605",2019-09-19,"060670010",13,"California","Sacramento",-121.49311,38.56844,"N"
"606",2019-09-20,"060670010",19,"California","Sacramento",-121.49311,38.56844,"N"
"607",2019-09-21,"060670010",17,"California","Sacramento",-121.49311,38.56844,"N"
"608",2019-09-22,"060670010",14,"California","Sacramento",-121.49311,38.56844,"N"
"609",2019-09-23,"060670010",24,"California","Sacramento",-121.49311,38.56844,"N"
"610",2019-09-24,"060670010",31,"California","Sacramento",-121.49311,38.56844,"N"
"611",2019-09-25,"060670010",31,"California","Sacramento",-121.49311,38.56844,"N"
"612",2019-09-26,"060670010",37,"California","Sacramento",-121.49311,38.56844,"N"
"613",2019-09-27,"060670010",10,"California","Sacramento",-121.49311,38.56844,"N"
"614",2019-09-28,"060670010",14,"California","Sacramento",-121.49311,38.56844,"N"
"615",2019-09-29,"060670010",11,"California","Sacramento",-121.49311,38.56844,"N"
"616",2019-09-30,"060670010",11,"California","Sacramento",-121.49311,38.56844,"N"
"617",2019-10-01,"060670010",17,"California","Sacramento",-121.49311,38.56844,"N"
"618",2019-10-02,"060670010",20,"California","Sacramento",-121.49311,38.56844,"N"
"619",2019-10-03,"060670010",17,"California","Sacramento",-121.49311,38.56844,"N"
"620",2019-10-04,"060670010",25,"California","Sacramento",-121.49311,38.56844,"N"
"621",2019-10-05,"060670010",28,"California","Sacramento",-121.49311,38.56844,"N"
"622",2019-10-06,"060670010",29,"California","Sacramento",-121.49311,38.56844,"N"
"623",2019-10-07,"060670010",34,"California","Sacramento",-121.49311,38.56844,"N"
"624",2019-10-08,"060670010",30,"California","Sacramento",-121.49311,38.56844,"N"
"625",2019-10-09,"060670010",90,"California","Sacramento",-121.49311,38.56844,"N"
"626",2019-10-10,"060670010",45,"California","Sacramento",-121.49311,38.56844,"N"
"627",2019-10-11,"060670010",54,"California","Sacramento",-121.49311,38.56844,"N"
"628",2019-10-12,"060670010",52,"California","Sacramento",-121.49311,38.56844,"N"
"629",2019-10-13,"060670010",39,"California","Sacramento",-121.49311,38.56844,"N"
"630",2019-10-14,"060670010",42,"California","Sacramento",-121.49311,38.56844,"N"
"631",2019-10-15,"060670010",44,"California","Sacramento",-121.49311,38.56844,"N"
"632",2019-10-16,"060670010",28,"California","Sacramento",-121.49311,38.56844,"N"
"633",2019-10-17,"060670010",19,"California","Sacramento",-121.49311,38.56844,"N"
"634",2019-10-18,"060670010",17,"California","Sacramento",-121.49311,38.56844,"N"
"635",2019-10-19,"060670010",18,"California","Sacramento",-121.49311,38.56844,"N"
"636",2019-10-20,"060670010",28,"California","Sacramento",-121.49311,38.56844,"N"
"637",2019-10-21,"060670010",43,"California","Sacramento",-121.49311,38.56844,"N"
"638",2019-10-22,"060670010",50,"California","Sacramento",-121.49311,38.56844,"N"
"639",2019-10-23,"060670010",47,"California","Sacramento",-121.49311,38.56844,"N"
"640",2019-10-24,"060670010",38,"California","Sacramento",-121.49311,38.56844,"N"
"641",2019-10-25,"060670010",53,"California","Sacramento",-121.49311,38.56844,"N"
"642",2019-10-26,"060670010",82,"California","Sacramento",-121.49311,38.56844,"N"
"643",2019-10-27,"060670010",174,"California","Sacramento",-121.49311,38.56844,"N"
"644",2019-10-28,"060670010",24,"California","Sacramento",-121.49311,38.56844,"N"
"645",2019-10-29,"060670010",50,"California","Sacramento",-121.49311,38.56844,"N"
"646",2019-10-30,"060670010",41,"California","Sacramento",-121.49311,38.56844,"N"
"647",2019-10-31,"060670010",53,"California","Sacramento",-121.49311,38.56844,"N"
"648",2019-11-01,"060670010",59,"California","Sacramento",-121.49311,38.56844,"N"
"649",2019-11-02,"060670010",57,"California","Sacramento",-121.49311,38.56844,"N"
"650",2019-11-03,"060670010",40,"California","Sacramento",-121.49311,38.56844,"N"
"651",2019-11-05,"060670010",65,"California","Sacramento",-121.49311,38.56844,"N"
"652",2019-11-06,"060670010",52,"California","Sacramento",-121.49311,38.56844,"N"
"653",2019-11-07,"060670010",56,"California","Sacramento",-121.49311,38.56844,"N"
"654",2019-11-08,"060670010",61,"California","Sacramento",-121.49311,38.56844,"N"
"655",2019-11-09,"060670010",43,"California","Sacramento",-121.49311,38.56844,"N"
"656",2019-11-10,"060670010",37,"California","Sacramento",-121.49311,38.56844,"N"
"657",2019-11-11,"060670010",49,"California","Sacramento",-121.49311,38.56844,"N"
"658",2019-11-12,"060670010",55,"California","Sacramento",-121.49311,38.56844,"N"
"659",2019-11-13,"060670010",63,"California","Sacramento",-121.49311,38.56844,"N"
"660",2019-11-14,"060670010",21,"California","Sacramento",-121.49311,38.56844,"N"
"661",2019-11-15,"060670010",21,"California","Sacramento",-121.49311,38.56844,"N"
"662",2019-11-16,"060670010",37,"California","Sacramento",-121.49311,38.56844,"N"
"663",2019-11-17,"060670010",42,"California","Sacramento",-121.49311,38.56844,"N"
"664",2019-11-18,"060670010",47,"California","Sacramento",-121.49311,38.56844,"N"
"665",2019-11-19,"060670010",44,"California","Sacramento",-121.49311,38.56844,"N"
"666",2019-11-20,"060670010",77,"California","Sacramento",-121.49311,38.56844,"N"
"667",2019-11-21,"060670010",48,"California","Sacramento",-121.49311,38.56844,"N"
"668",2019-11-22,"060670010",56,"California","Sacramento",-121.49311,38.56844,"N"
"669",2019-11-23,"060670010",53,"California","Sacramento",-121.49311,38.56844,"N"
"670",2019-11-24,"060670010",40,"California","Sacramento",-121.49311,38.56844,"N"
"671",2019-11-25,"060670010",48,"California","Sacramento",-121.49311,38.56844,"N"
"672",2019-11-26,"060670010",15,"California","Sacramento",-121.49311,38.56844,"N"
"673",2019-11-27,"060670010",10,"California","Sacramento",-121.49311,38.56844,"N"
"674",2019-11-28,"060670010",4,"California","Sacramento",-121.49311,38.56844,"N"
"675",2019-11-29,"060670010",10,"California","Sacramento",-121.49311,38.56844,"N"
