"","airs_monitor_id","agency_desc","pollutant_name","exceptional_event_id","event_description","event_type_code","event_type_description","event_begin_date","event_end_date","sample_value","sample_date_time","sample_units","concurrence_ind","concurrence_date","concurrence_comment","naaqs_description","naaqs_statistic","naaqs_basis","naaqs_level","date","state_county_fips","state","county"
"3027","34-031-5001-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.076,"2016/05/25 1:00:00 PM","ppm","Y","2017/12/08 2:22:39 PM","null","Ozone 8-Hour 2008","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.075,2016-05-25,"34031","New Jersey","Passaic County"
"3028","34-003-0006-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.086,"2016/05/25 1:00:00 PM","ppm","Y","2017/12/07 3:01:00 PM","null","Ozone 8-Hour 2008","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.075,2016-05-25,"34003","New Jersey","Bergen County"
"3029","34-001-0006-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.083,"2016/05/25 1:00:00 PM","ppm","Y","2017/12/07 2:56:42 PM","null","Ozone 8-Hour 2008","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.075,2016-05-25,"34001","New Jersey","Atlantic County"
"3030","34-029-0006-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.09,"2016/05/25 1:00:00 PM","ppm","Y","2017/12/08 2:22:38 PM","null","Ozone 8-Hour 2008","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.075,2016-05-25,"34029","New Jersey","Ocean County"
"3031","34-027-3001-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.085,"2016/05/25 1:00:00 PM","ppm","Y","2017/12/08 2:22:38 PM","null","Ozone 8-Hour 2008","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.075,2016-05-25,"34027","New Jersey","Morris County"
"3032","34-007-0002-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.08,"2016/05/25 1:00:00 PM","ppm","Y","2017/12/08 10:50:51 AM","null","Ozone 8-Hour 2008","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.075,2016-05-25,"34007","New Jersey","Camden County"
"3033","34-023-0011-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.087,"2016/05/25 1:00:00 PM","ppm","Y","2017/12/08 2:22:37 PM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-25,"34023","New Jersey","Middlesex County"
"3034","34-013-0003-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.082,"2016/05/25 1:00:00 PM","ppm","Y","2017/12/08 1:25:44 PM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-25,"34013","New Jersey","Essex County"
"3035","34-017-0006-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.075,"2016/05/25 1:00:00 PM","ppm","Y","2017/12/08 1:38:29 PM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-25,"34017","New Jersey","Hudson County"
"3036","34-029-0006-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.09,"2016/05/25 1:00:00 PM","ppm","Y","2017/12/08 2:22:38 PM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-25,"34029","New Jersey","Ocean County"
"3037","34-019-0001-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.087,"2016/05/25 1:00:00 PM","ppm","Y","2017/12/08 2:22:32 PM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-25,"34019","New Jersey","Hunterdon County"
"3038","34-021-0005-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.085,"2016/05/25 1:00:00 PM","ppm","Y","2017/12/08 2:22:33 PM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-25,"34021","New Jersey","Mercer County"
"3039","34-015-0002-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.085,"2016/05/25 1:00:00 PM","ppm","Y","2017/12/08 1:38:28 PM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-25,"34015","New Jersey","Gloucester County"
"3040","34-001-0006-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.083,"2016/05/25 1:00:00 PM","ppm","Y","2017/12/07 2:56:42 PM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-25,"34001","New Jersey","Atlantic County"
"3041","34-031-5001-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.076,"2016/05/25 1:00:00 PM","ppm","Y","2017/12/08 2:22:39 PM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-25,"34031","New Jersey","Passaic County"
"3042","34-003-0006-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.086,"2016/05/25 1:00:00 PM","ppm","Y","2017/12/07 3:01:00 PM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-25,"34003","New Jersey","Bergen County"
"3043","34-025-0005-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.081,"2016/05/25 1:00:00 PM","ppm","Y","2017/12/08 2:22:37 PM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-25,"34025","New Jersey","Monmouth County"
"3044","34-011-0007-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.081,"2016/05/25 1:00:00 PM","ppm","Y","2017/12/08 11:08:20 AM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-25,"34011","New Jersey","Cumberland County"
"3045","34-027-3001-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.085,"2016/05/25 1:00:00 PM","ppm","Y","2017/12/08 2:22:38 PM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-25,"34027","New Jersey","Morris County"
"3046","34-007-1001-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.078,"2016/05/25 1:00:00 PM","ppm","Y","2017/12/08 11:08:20 AM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-25,"34007","New Jersey","Camden County"
"3047","34-007-0002-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.08,"2016/05/25 1:00:00 PM","ppm","Y","2017/12/08 10:50:51 AM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-25,"34007","New Jersey","Camden County"
"3048","34-041-0007-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.081,"2016/05/25 1:00:00 PM","ppm","Y","2017/12/08 2:22:39 PM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-25,"34041","New Jersey","Warren County"
"3049","34-001-0006-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.084,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/07 2:56:42 PM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-25,"34001","New Jersey","Atlantic County"
"3050","34-007-1001-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.077,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 11:08:20 AM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-25,"34007","New Jersey","Camden County"
"3051","34-011-0007-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.08,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 11:08:20 AM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-25,"34011","New Jersey","Cumberland County"
"3052","34-007-0002-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.078,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 10:50:51 AM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-25,"34007","New Jersey","Camden County"
"3053","34-003-0006-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.085,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/07 3:01:00 PM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-25,"34003","New Jersey","Bergen County"
"3054","34-013-0003-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.083,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 1:25:44 PM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-25,"34013","New Jersey","Essex County"
"3055","34-021-0005-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.086,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 2:22:33 PM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-25,"34021","New Jersey","Mercer County"
"3056","34-023-0011-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.088,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 2:22:37 PM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-25,"34023","New Jersey","Middlesex County"
"3057","34-025-0005-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.084,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 2:22:37 PM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-25,"34025","New Jersey","Monmouth County"
"3058","34-027-3001-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.085,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 2:22:38 PM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-25,"34027","New Jersey","Morris County"
"3059","34-031-5001-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.079,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 2:22:39 PM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-25,"34031","New Jersey","Passaic County"
"3060","34-029-0006-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.094,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 2:22:38 PM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-25,"34029","New Jersey","Ocean County"
"3061","34-041-0007-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.081,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 2:22:39 PM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-25,"34041","New Jersey","Warren County"
"3062","34-015-0002-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.086,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 1:38:28 PM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-25,"34015","New Jersey","Gloucester County"
"3063","34-017-0006-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.076,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 1:38:29 PM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-25,"34017","New Jersey","Hudson County"
"3064","34-019-0001-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.085,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 2:22:32 PM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-25,"34019","New Jersey","Hunterdon County"
"3065","34-023-0011-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.088,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 2:22:37 PM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-25,"34023","New Jersey","Middlesex County"
"3066","34-003-0006-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.085,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/07 3:01:00 PM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-25,"34003","New Jersey","Bergen County"
"3067","34-007-0002-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.078,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 10:50:51 AM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-25,"34007","New Jersey","Camden County"
"3068","34-027-3001-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.085,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 2:22:38 PM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-25,"34027","New Jersey","Morris County"
"3069","34-021-0005-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.086,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 2:22:33 PM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-25,"34021","New Jersey","Mercer County"
"3070","34-019-0001-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.085,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 2:22:32 PM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-25,"34019","New Jersey","Hunterdon County"
"3071","34-017-0006-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.076,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 1:38:29 PM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-25,"34017","New Jersey","Hudson County"
"3072","34-031-5001-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.079,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 2:22:39 PM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-25,"34031","New Jersey","Passaic County"
"3073","34-007-1001-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.077,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 11:08:20 AM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-25,"34007","New Jersey","Camden County"
"3074","34-041-0007-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.081,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 2:22:39 PM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-25,"34041","New Jersey","Warren County"
"3075","34-013-0003-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.083,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 1:25:44 PM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-25,"34013","New Jersey","Essex County"
"3076","34-011-0007-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.08,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 11:08:20 AM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-25,"34011","New Jersey","Cumberland County"
"3077","34-015-0002-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.086,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 1:38:28 PM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-25,"34015","New Jersey","Gloucester County"
"3078","34-001-0006-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.084,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/07 2:56:42 PM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-25,"34001","New Jersey","Atlantic County"
"3079","34-029-0006-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.094,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 2:22:38 PM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-25,"34029","New Jersey","Ocean County"
"3080","34-025-0005-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.084,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 2:22:37 PM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-25,"34025","New Jersey","Monmouth County"
"3081","34-029-0006-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.094,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 2:22:38 PM","null","Ozone 8-Hour 2008","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.075,2016-05-25,"34029","New Jersey","Ocean County"
"3082","34-025-0005-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.084,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 2:22:37 PM","null","Ozone 8-Hour 2008","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.075,2016-05-25,"34025","New Jersey","Monmouth County"
"3083","34-031-5001-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.079,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 2:22:39 PM","null","Ozone 8-Hour 2008","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.075,2016-05-25,"34031","New Jersey","Passaic County"
"3084","34-027-3001-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.085,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 2:22:38 PM","null","Ozone 8-Hour 2008","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.075,2016-05-25,"34027","New Jersey","Morris County"
"3085","34-041-0007-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.081,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 2:22:39 PM","null","Ozone 8-Hour 2008","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.075,2016-05-25,"34041","New Jersey","Warren County"
"3086","34-017-0006-44201-1","New Jersey State Department Of Environmental Protection","Ozone",1924,"Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016","RF","Fire - Canadian.","2016/05/01","2016/07/05",0.076,"2016/05/25 2:00:00 PM","ppm","Y","2017/12/08 1:38:29 PM","null","Ozone 8-Hour 2008","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.075,2016-05-25,"34017","New Jersey","Hudson County"
