"","airs_monitor_id","agency_desc","pollutant_name","exceptional_event_id","event_description","event_type_code","event_type_description","event_begin_date","event_end_date","sample_value","sample_date_time","sample_units","concurrence_ind","concurrence_date","concurrence_comment","naaqs_description","naaqs_statistic","naaqs_basis","naaqs_level","date","state_county_fips","state","county"
"516","09-005-0005-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.108,"2016/05/26 6:00:00 PM","ppm","Y","2017/08/01 10:56:55 AM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-26,"09005","Connecticut","Litchfield County"
"517","09-005-0005-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.11,"2016/05/26 7:00:00 PM","ppm","Y","2017/08/01 10:56:55 AM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-26,"09005","Connecticut","Litchfield County"
"518","09-001-9003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.066,"2016/05/26 7:00:00 PM","ppm","Y","2017/08/01 10:56:53 AM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-26,"09001","Connecticut","Fairfield County"
"519","09-003-1003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.094,"2016/05/26 7:00:00 PM","ppm","Y","2017/08/01 10:56:54 AM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-26,"09003","Connecticut","Hartford County"
"520","09-003-1003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.094,"2016/05/26 7:00:00 PM","ppm","Y","2017/08/01 10:56:54 AM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-26,"09003","Connecticut","Hartford County"
"521","09-005-0005-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.11,"2016/05/26 7:00:00 PM","ppm","Y","2017/08/01 10:56:55 AM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-26,"09005","Connecticut","Litchfield County"
"522","09-001-9003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.066,"2016/05/26 7:00:00 PM","ppm","Y","2017/08/01 10:56:53 AM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-26,"09001","Connecticut","Fairfield County"
"523","09-005-0005-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.11,"2016/05/26 7:00:00 PM","ppm","Y","2017/08/01 10:56:55 AM","null","Ozone 8-Hour 2008","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.075,2016-05-26,"09005","Connecticut","Litchfield County"
"524","09-001-9003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.066,"2016/05/26 7:00:00 PM","ppm","Y","2017/08/01 10:56:53 AM","null","Ozone 8-Hour 2008","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.075,2016-05-26,"09001","Connecticut","Fairfield County"
"525","09-003-1003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.094,"2016/05/26 7:00:00 PM","ppm","Y","2017/08/01 10:56:54 AM","null","Ozone 8-Hour 2008","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.075,2016-05-26,"09003","Connecticut","Hartford County"
"526","09-005-0005-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.11,"2016/05/26 7:00:00 PM","ppm","Y","2017/08/01 10:56:55 AM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-26,"09005","Connecticut","Litchfield County"
"527","09-001-9003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.066,"2016/05/26 7:00:00 PM","ppm","Y","2017/08/01 10:56:53 AM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-26,"09001","Connecticut","Fairfield County"
"528","09-003-1003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.094,"2016/05/26 7:00:00 PM","ppm","Y","2017/08/01 10:56:54 AM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-26,"09003","Connecticut","Hartford County"
"529","09-003-1003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.079,"2016/05/26 8:00:00 PM","ppm","Y","2017/08/01 10:56:54 AM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-26,"09003","Connecticut","Hartford County"
"530","09-001-9003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.023,"2016/05/26 8:00:00 PM","ppm","Y","2017/08/01 10:56:53 AM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-26,"09001","Connecticut","Fairfield County"
"531","09-005-0005-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.086,"2016/05/26 8:00:00 PM","ppm","Y","2017/08/01 10:56:55 AM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-26,"09005","Connecticut","Litchfield County"
"532","09-005-0005-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.086,"2016/05/26 8:00:00 PM","ppm","Y","2017/08/01 10:56:55 AM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-26,"09005","Connecticut","Litchfield County"
"533","09-003-1003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.079,"2016/05/26 8:00:00 PM","ppm","Y","2017/08/01 10:56:54 AM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-26,"09003","Connecticut","Hartford County"
"534","09-001-9003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.023,"2016/05/26 8:00:00 PM","ppm","Y","2017/08/01 10:56:53 AM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-26,"09001","Connecticut","Fairfield County"
"535","09-003-1003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.079,"2016/05/26 8:00:00 PM","ppm","Y","2017/08/01 10:56:54 AM","null","Ozone 8-Hour 2008","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.075,2016-05-26,"09003","Connecticut","Hartford County"
"536","09-001-9003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.023,"2016/05/26 8:00:00 PM","ppm","Y","2017/08/01 10:56:53 AM","null","Ozone 8-Hour 2008","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.075,2016-05-26,"09001","Connecticut","Fairfield County"
"537","09-005-0005-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.086,"2016/05/26 8:00:00 PM","ppm","Y","2017/08/01 10:56:55 AM","null","Ozone 8-Hour 2008","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.075,2016-05-26,"09005","Connecticut","Litchfield County"
"538","09-003-1003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.079,"2016/05/26 8:00:00 PM","ppm","Y","2017/08/01 10:56:54 AM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-26,"09003","Connecticut","Hartford County"
"539","09-001-9003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.023,"2016/05/26 8:00:00 PM","ppm","Y","2017/08/01 10:56:53 AM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-26,"09001","Connecticut","Fairfield County"
"540","09-005-0005-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.086,"2016/05/26 8:00:00 PM","ppm","Y","2017/08/01 10:56:55 AM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-26,"09005","Connecticut","Litchfield County"
"541","09-001-9003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.024,"2016/05/26 9:00:00 PM","ppm","Y","2017/08/01 10:56:53 AM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-26,"09001","Connecticut","Fairfield County"
"542","09-003-1003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.067,"2016/05/26 9:00:00 PM","ppm","Y","2017/08/01 10:56:54 AM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-26,"09003","Connecticut","Hartford County"
"543","09-005-0005-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.076,"2016/05/26 9:00:00 PM","ppm","Y","2017/08/01 10:56:55 AM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-26,"09005","Connecticut","Litchfield County"
"544","09-001-9003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.024,"2016/05/26 9:00:00 PM","ppm","Y","2017/08/01 10:56:53 AM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-26,"09001","Connecticut","Fairfield County"
"545","09-005-0005-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.076,"2016/05/26 9:00:00 PM","ppm","Y","2017/08/01 10:56:55 AM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-26,"09005","Connecticut","Litchfield County"
"546","09-003-1003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.067,"2016/05/26 9:00:00 PM","ppm","Y","2017/08/01 10:56:54 AM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-26,"09003","Connecticut","Hartford County"
"547","09-003-1003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.067,"2016/05/26 9:00:00 PM","ppm","Y","2017/08/01 10:56:54 AM","null","Ozone 8-Hour 2008","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.075,2016-05-26,"09003","Connecticut","Hartford County"
"548","09-005-0005-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.076,"2016/05/26 9:00:00 PM","ppm","Y","2017/08/01 10:56:55 AM","null","Ozone 8-Hour 2008","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.075,2016-05-26,"09005","Connecticut","Litchfield County"
"549","09-001-9003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.024,"2016/05/26 9:00:00 PM","ppm","Y","2017/08/01 10:56:53 AM","null","Ozone 8-Hour 2008","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.075,2016-05-26,"09001","Connecticut","Fairfield County"
"550","09-001-9003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.024,"2016/05/26 9:00:00 PM","ppm","Y","2017/08/01 10:56:53 AM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-26,"09001","Connecticut","Fairfield County"
"551","09-003-1003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.067,"2016/05/26 9:00:00 PM","ppm","Y","2017/08/01 10:56:54 AM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-26,"09003","Connecticut","Hartford County"
"552","09-005-0005-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.076,"2016/05/26 9:00:00 PM","ppm","Y","2017/08/01 10:56:55 AM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-26,"09005","Connecticut","Litchfield County"
"553","09-003-1003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.06,"2016/05/26 10:00:00 PM","ppm","Y","2017/08/01 10:56:54 AM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-26,"09003","Connecticut","Hartford County"
"554","09-005-0005-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.073,"2016/05/26 10:00:00 PM","ppm","Y","2017/08/01 10:56:55 AM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-26,"09005","Connecticut","Litchfield County"
"555","09-001-9003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.014,"2016/05/26 10:00:00 PM","ppm","Y","2017/08/01 10:56:53 AM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-26,"09001","Connecticut","Fairfield County"
"556","09-001-9003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.014,"2016/05/26 10:00:00 PM","ppm","Y","2017/08/01 10:56:53 AM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-26,"09001","Connecticut","Fairfield County"
"557","09-005-0005-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.073,"2016/05/26 10:00:00 PM","ppm","Y","2017/08/01 10:56:55 AM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-26,"09005","Connecticut","Litchfield County"
"558","09-003-1003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.06,"2016/05/26 10:00:00 PM","ppm","Y","2017/08/01 10:56:54 AM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-26,"09003","Connecticut","Hartford County"
"559","09-003-1003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.06,"2016/05/26 10:00:00 PM","ppm","Y","2017/08/01 10:56:54 AM","null","Ozone 8-Hour 2008","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.075,2016-05-26,"09003","Connecticut","Hartford County"
"560","09-001-9003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.014,"2016/05/26 10:00:00 PM","ppm","Y","2017/08/01 10:56:53 AM","null","Ozone 8-Hour 2008","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.075,2016-05-26,"09001","Connecticut","Fairfield County"
"561","09-005-0005-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.073,"2016/05/26 10:00:00 PM","ppm","Y","2017/08/01 10:56:55 AM","null","Ozone 8-Hour 2008","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.075,2016-05-26,"09005","Connecticut","Litchfield County"
"562","09-001-9003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.014,"2016/05/26 10:00:00 PM","ppm","Y","2017/08/01 10:56:53 AM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-26,"09001","Connecticut","Fairfield County"
"563","09-005-0005-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.073,"2016/05/26 10:00:00 PM","ppm","Y","2017/08/01 10:56:55 AM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-26,"09005","Connecticut","Litchfield County"
"564","09-003-1003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.06,"2016/05/26 10:00:00 PM","ppm","Y","2017/08/01 10:56:54 AM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-26,"09003","Connecticut","Hartford County"
"565","09-005-0005-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.068,"2016/05/26 11:00:00 PM","ppm","Y","2017/08/01 10:56:55 AM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-26,"09005","Connecticut","Litchfield County"
"566","09-003-1003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.056,"2016/05/26 11:00:00 PM","ppm","Y","2017/08/01 10:56:54 AM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-26,"09003","Connecticut","Hartford County"
"567","09-001-9003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.014,"2016/05/26 11:00:00 PM","ppm","Y","2017/08/01 10:56:53 AM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-26,"09001","Connecticut","Fairfield County"
"568","09-001-9003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.014,"2016/05/26 11:00:00 PM","ppm","Y","2017/08/01 10:56:53 AM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-26,"09001","Connecticut","Fairfield County"
"569","09-003-1003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.056,"2016/05/26 11:00:00 PM","ppm","Y","2017/08/01 10:56:54 AM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-26,"09003","Connecticut","Hartford County"
"570","09-005-0005-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.068,"2016/05/26 11:00:00 PM","ppm","Y","2017/08/01 10:56:55 AM","null","Ozone 8-Hour 1997","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.08,2016-05-26,"09005","Connecticut","Litchfield County"
"571","09-005-0005-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.068,"2016/05/26 11:00:00 PM","ppm","Y","2017/08/01 10:56:55 AM","null","Ozone 8-Hour 2008","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.075,2016-05-26,"09005","Connecticut","Litchfield County"
"572","09-003-1003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.056,"2016/05/26 11:00:00 PM","ppm","Y","2017/08/01 10:56:54 AM","null","Ozone 8-Hour 2008","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.075,2016-05-26,"09003","Connecticut","Hartford County"
"573","09-001-9003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.014,"2016/05/26 11:00:00 PM","ppm","Y","2017/08/01 10:56:53 AM","null","Ozone 8-Hour 2008","Annual 4th Maximum","Daily maximum of 8 hour running average of observed hourly values",0.075,2016-05-26,"09001","Connecticut","Fairfield County"
"574","09-001-9003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.014,"2016/05/26 11:00:00 PM","ppm","Y","2017/08/01 10:56:53 AM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-26,"09001","Connecticut","Fairfield County"
"575","09-003-1003-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.056,"2016/05/26 11:00:00 PM","ppm","Y","2017/08/01 10:56:54 AM","null","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-26,"09003","Connecticut","Hartford County"
"576","09-005-0005-44201-1","Connecticut Department of Environmental Protection","Ozone",1840,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/25","2016/05/26",0.068,"2016/05/26 11:00:00 PM","ppm","Y","2017/08/01 10:56:55 AM","Fort McMurray fire in late spring 2016.","Ozone 8-hour 2015","Annual 4th Maximum","Daily maximum of 8-hour running average",0.07,2016-05-26,"09005","Connecticut","Litchfield County"
"577","09-015-9991-44201-1","USEPA - Clean Air Markets Division","Ozone",1900,"Ozone impacted by transported smoke/precursors from Alberta, Canada wildfire","RF","Fire - Canadian.","2016/05/24","2016/05/26",0.015,"2016/05/25","ppm","Y","2017/08/02 4:52:47 PM","null","Ozone 1-hour 1979","Annual Estimated Days > Standard","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)",0.12,2016-05-25,"09015","Connecticut","Windham County"
