"","date","site_id","daily_max_8_hour_ozone_concentration","state","county","site_longitude","site_latitude","concurred"
"131",2018-05-12,"060570005",0.039,"California","Nevada",-121.055608,39.2334770009245,"N"
"132",2018-05-13,"060570005",0.043,"California","Nevada",-121.055608,39.2334770009245,"N"
"133",2018-05-14,"060570005",0.045,"California","Nevada",-121.055608,39.2334770009245,"N"
"134",2018-05-15,"060570005",0.044,"California","Nevada",-121.055608,39.2334770009245,"N"
"135",2018-05-16,"060570005",0.03,"California","Nevada",-121.055608,39.2334770009245,"N"
"136",2018-05-17,"060570005",0.041,"California","Nevada",-121.055608,39.2334770009245,"N"
"137",2018-05-18,"060570005",0.047,"California","Nevada",-121.055608,39.2334770009245,"N"
"138",2018-05-19,"060570005",0.044,"California","Nevada",-121.055608,39.2334770009245,"N"
"139",2018-05-20,"060570005",0.041,"California","Nevada",-121.055608,39.2334770009245,"N"
"140",2018-05-21,"060570005",0.044,"California","Nevada",-121.055608,39.2334770009245,"N"
"141",2018-05-22,"060570005",0.048,"California","Nevada",-121.055608,39.2334770009245,"N"
"142",2018-05-23,"060570005",0.044,"California","Nevada",-121.055608,39.2334770009245,"N"
"143",2018-05-24,"060570005",0.045,"California","Nevada",-121.055608,39.2334770009245,"N"
"144",2018-05-25,"060570005",0.025,"California","Nevada",-121.055608,39.2334770009245,"N"
"145",2018-05-26,"060570005",0.032,"California","Nevada",-121.055608,39.2334770009245,"N"
"146",2018-05-27,"060570005",0.043,"California","Nevada",-121.055608,39.2334770009245,"N"
"147",2018-05-28,"060570005",0.041,"California","Nevada",-121.055608,39.2334770009245,"N"
"148",2018-05-30,"060570005",0.053,"California","Nevada",-121.055608,39.2334770009245,"N"
"149",2018-05-31,"060570005",0.049,"California","Nevada",-121.055608,39.2334770009245,"N"
"150",2018-06-01,"060570005",0.047,"California","Nevada",-121.055608,39.2334770009245,"N"
"151",2018-06-02,"060570005",0.06,"California","Nevada",-121.055608,39.2334770009245,"N"
"152",2018-06-03,"060570005",0.058,"California","Nevada",-121.055608,39.2334770009245,"N"
"153",2018-06-04,"060570005",0.056,"California","Nevada",-121.055608,39.2334770009245,"N"
"154",2018-06-05,"060570005",0.062,"California","Nevada",-121.055608,39.2334770009245,"N"
"155",2018-06-06,"060570005",0.06,"California","Nevada",-121.055608,39.2334770009245,"N"
"156",2018-06-07,"060570005",0.057,"California","Nevada",-121.055608,39.2334770009245,"N"
"157",2018-06-08,"060570005",0.054,"California","Nevada",-121.055608,39.2334770009245,"N"
"158",2018-06-09,"060570005",0.042,"California","Nevada",-121.055608,39.2334770009245,"N"
"159",2018-06-10,"060570005",0.042,"California","Nevada",-121.055608,39.2334770009245,"N"
"160",2018-06-11,"060570005",0.046,"California","Nevada",-121.055608,39.2334770009245,"N"
"161",2018-06-12,"060570005",0.059,"California","Nevada",-121.055608,39.2334770009245,"N"
"162",2018-06-13,"060570005",0.063,"California","Nevada",-121.055608,39.2334770009245,"N"
"163",2018-06-14,"060570005",0.058,"California","Nevada",-121.055608,39.2334770009245,"N"
"164",2018-06-15,"060570005",0.061,"California","Nevada",-121.055608,39.2334770009245,"N"
"165",2018-06-16,"060570005",0.053,"California","Nevada",-121.055608,39.2334770009245,"N"
"166",2018-06-17,"060570005",0.044,"California","Nevada",-121.055608,39.2334770009245,"N"
"167",2018-06-18,"060570005",0.047,"California","Nevada",-121.055608,39.2334770009245,"N"
"168",2018-06-19,"060570005",0.052,"California","Nevada",-121.055608,39.2334770009245,"N"
"169",2018-06-20,"060570005",0.059,"California","Nevada",-121.055608,39.2334770009245,"N"
"170",2018-06-21,"060570005",0.057,"California","Nevada",-121.055608,39.2334770009245,"N"
"171",2018-06-22,"060570005",0.054,"California","Nevada",-121.055608,39.2334770009245,"N"
"172",2018-06-23,"060570005",0.055,"California","Nevada",-121.055608,39.2334770009245,"N"
"173",2018-06-24,"060570005",0.065,"California","Nevada",-121.055608,39.2334770009245,"N"
"174",2018-06-25,"060570005",0.057,"California","Nevada",-121.055608,39.2334770009245,"N"
"175",2018-06-26,"060570005",0.072,"California","Nevada",-121.055608,39.2334770009245,"N"
"176",2018-06-27,"060570005",0.063,"California","Nevada",-121.055608,39.2334770009245,"N"
"177",2018-06-28,"060570005",0.058,"California","Nevada",-121.055608,39.2334770009245,"N"
"178",2018-06-29,"060570005",0.047,"California","Nevada",-121.055608,39.2334770009245,"N"
"179",2018-06-30,"060570005",0.045,"California","Nevada",-121.055608,39.2334770009245,"N"
"180",2018-07-01,"060570005",0.056,"California","Nevada",-121.055608,39.2334770009245,"N"
"181",2018-07-02,"060570005",0.066,"California","Nevada",-121.055608,39.2334770009245,"N"
"182",2018-07-03,"060570005",0.055,"California","Nevada",-121.055608,39.2334770009245,"N"
"183",2018-07-04,"060570005",0.047,"California","Nevada",-121.055608,39.2334770009245,"N"
"184",2018-07-05,"060570005",0.058,"California","Nevada",-121.055608,39.2334770009245,"N"
"185",2018-07-06,"060570005",0.041,"California","Nevada",-121.055608,39.2334770009245,"N"
"186",2018-07-07,"060570005",0.04,"California","Nevada",-121.055608,39.2334770009245,"N"
"187",2018-07-08,"060570005",0.062,"California","Nevada",-121.055608,39.2334770009245,"N"
"188",2018-07-09,"060570005",0.053,"California","Nevada",-121.055608,39.2334770009245,"N"
"189",2018-07-10,"060570005",0.051,"California","Nevada",-121.055608,39.2334770009245,"N"
"190",2018-07-11,"060570005",0.053,"California","Nevada",-121.055608,39.2334770009245,"N"
"191",2018-07-12,"060570005",0.06,"California","Nevada",-121.055608,39.2334770009245,"N"
"192",2018-07-13,"060570005",0.053,"California","Nevada",-121.055608,39.2334770009245,"N"
"193",2018-07-14,"060570005",0.057,"California","Nevada",-121.055608,39.2334770009245,"N"
"194",2018-07-15,"060570005",0.057,"California","Nevada",-121.055608,39.2334770009245,"N"
"195",2018-07-16,"060570005",0.056,"California","Nevada",-121.055608,39.2334770009245,"N"
"196",2018-07-17,"060570005",0.058,"California","Nevada",-121.055608,39.2334770009245,"N"
"197",2018-07-19,"060570005",0.077,"California","Nevada",-121.055608,39.2334770009245,"N"
"198",2018-07-20,"060570005",0.06,"California","Nevada",-121.055608,39.2334770009245,"N"
"199",2018-07-21,"060570005",0.053,"California","Nevada",-121.055608,39.2334770009245,"N"
"200",2018-07-22,"060570005",0.048,"California","Nevada",-121.055608,39.2334770009245,"N"
"201",2018-07-23,"060570005",0.054,"California","Nevada",-121.055608,39.2334770009245,"N"
"202",2018-07-24,"060570005",0.053,"California","Nevada",-121.055608,39.2334770009245,"N"
"203",2018-07-25,"060570005",0.052,"California","Nevada",-121.055608,39.2334770009245,"N"
"204",2018-07-26,"060570005",0.083,"California","Nevada",-121.055608,39.2334770009245,"Y"
"205",2018-07-27,"060570005",0.078,"California","Nevada",-121.055608,39.2334770009245,"Y"
"206",2018-07-28,"060570005",0.078,"California","Nevada",-121.055608,39.2334770009245,"Y"
"207",2018-07-29,"060570005",0.075,"California","Nevada",-121.055608,39.2334770009245,"Y"
"208",2018-07-30,"060570005",0.074,"California","Nevada",-121.055608,39.2334770009245,"Y"
"209",2018-07-31,"060570005",0.101,"California","Nevada",-121.055608,39.2334770009245,"Y"
"210",2018-08-01,"060570005",0.098,"California","Nevada",-121.055608,39.2334770009245,"Y"
"211",2018-08-02,"060570005",0.101,"California","Nevada",-121.055608,39.2334770009245,"Y"
"212",2018-08-03,"060570005",0.062,"California","Nevada",-121.055608,39.2334770009245,"N"
"213",2018-08-04,"060570005",0.075,"California","Nevada",-121.055608,39.2334770009245,"N"
"214",2018-08-05,"060570005",0.067,"California","Nevada",-121.055608,39.2334770009245,"N"
"215",2018-08-06,"060570005",0.07,"California","Nevada",-121.055608,39.2334770009245,"N"
"216",2018-08-07,"060570005",0.084,"California","Nevada",-121.055608,39.2334770009245,"Y"
"217",2018-08-08,"060570005",0.095,"California","Nevada",-121.055608,39.2334770009245,"Y"
"218",2018-08-09,"060570005",0.091,"California","Nevada",-121.055608,39.2334770009245,"Y"
"219",2018-08-10,"060570005",0.086,"California","Nevada",-121.055608,39.2334770009245,"Y"
"220",2018-08-11,"060570005",0.061,"California","Nevada",-121.055608,39.2334770009245,"N"
"221",2018-08-12,"060570005",0.061,"California","Nevada",-121.055608,39.2334770009245,"N"
"222",2018-08-13,"060570005",0.068,"California","Nevada",-121.055608,39.2334770009245,"N"
"223",2018-08-14,"060570005",0.068,"California","Nevada",-121.055608,39.2334770009245,"N"
"224",2018-08-15,"060570005",0.07,"California","Nevada",-121.055608,39.2334770009245,"N"
"225",2018-08-16,"060570005",0.064,"California","Nevada",-121.055608,39.2334770009245,"N"
"226",2018-08-17,"060570005",0.057,"California","Nevada",-121.055608,39.2334770009245,"N"
"227",2018-08-18,"060570005",0.051,"California","Nevada",-121.055608,39.2334770009245,"N"
"228",2018-08-19,"060570005",0.071,"California","Nevada",-121.055608,39.2334770009245,"N"
"229",2018-08-20,"060570005",0.07,"California","Nevada",-121.055608,39.2334770009245,"N"
"230",2018-08-21,"060570005",0.064,"California","Nevada",-121.055608,39.2334770009245,"N"
"231",2018-08-22,"060570005",0.063,"California","Nevada",-121.055608,39.2334770009245,"N"
"232",2018-08-23,"060570005",0.065,"California","Nevada",-121.055608,39.2334770009245,"N"
"233",2018-08-24,"060570005",0.079,"California","Nevada",-121.055608,39.2334770009245,"N"
"234",2018-08-25,"060570005",0.082,"California","Nevada",-121.055608,39.2334770009245,"N"
"235",2018-08-26,"060570005",0.069,"California","Nevada",-121.055608,39.2334770009245,"N"
"236",2018-08-27,"060570005",0.052,"California","Nevada",-121.055608,39.2334770009245,"N"
"237",2018-08-28,"060570005",0.05,"California","Nevada",-121.055608,39.2334770009245,"N"
"238",2018-08-29,"060570005",0.053,"California","Nevada",-121.055608,39.2334770009245,"N"
