# State Code or Tribal Indicator (TT)|County Code or Tribal Code|Site_ID number|Parameter Code|POC|Sampling Begin Date-Time (YYYYMMDD HHMM)|Sample Value|Null Data Code|Null Code Description|Null Code Concurrence|Null Extra|Units Code|Units Description|Event Type Code|Event Type Description|Event-Sample Association Date|Event Description|Event Creation Date|Event coment text or URL|Standard for Concurrence 1|Concurrence Indicator 1|Concurrence Date 1|Concurrence Comment 1|Standard for Concurrence 2|Concurrence Indicator 2|Concurrence Date 2|Concurrence Comment 2|Standard for Concurrence 3|Concurrence Indicator 3|Concurrence Date 3|Concurrence Comment 3|Standard for Concurrence 4|Concurrence Indicator 4|Concurrence Date 4|Concurrence Comment 4|QA Qualifier Code 1|QA Qualifier Description 1|QA Qualifier 1 Comment|QA Qualifier Code 2|QA Qualifier Description 2|QA Qualifier 2 Comment|QA Qualifier Code 3|QA Qualifier Description 3|QA Qualifier 3 Comment|QA Qualifier Code 4|QA Qualifier Description 4|QA Qualifier 4 Comment|QA Qualifier Code 5|QA Qualifier Description 5|QA Qualifier 5 Comment|QA Qualifier Code 6|QA Qualifier Description 6|QA Qualifier 6 Comment|QA Qualifier Code 7|QA Qualifier Description 7|QA Qualifier 7 Comment|QA Qualifier Code 8|QA Qualifier Description 8|QA Qualifier 8 Comment|QA Qualifier Code 9|QA Qualifier Description 9|QA Qualifier 9 Comment|QA Qualifier Code 10|QA Qualifier Description 10|QA Qualifier 10 Comment
45|037|0001|88101|1|20161114 00:00|40.8|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|1|20161111 00:00|40.7|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|1|20161113 00:00|36.6|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161110 16:00|31.2|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161110 17:00|73|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161110 18:00|93.8|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161110 19:00|95.6|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161110 20:00|101.8|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161110 21:00|105.7|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161110 22:00|107.2|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161110 23:00|104.6|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161111 00:00|105.7|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161111 01:00|103.8|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161111 02:00|101|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161111 03:00|89.3|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161111 04:00|72.6|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161111 05:00|65.6|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161111 06:00|53.8|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161111 07:00|51.2|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161111 08:00|57.9|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161111 09:00|39|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161111 10:00|22.5|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161111 11:00|26.1|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161111 12:00|35.8|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161111 13:00|35.8|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161111 14:00|39.4|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161111 15:00|58.2|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161111 16:00|68|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161111 17:00|53|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161113 13:00|31.7|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161113 14:00|46.1|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161113 15:00|53.8|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161113 16:00|60.8|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161113 17:00|79.4|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161113 18:00|78.9|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161113 19:00|69.9|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161113 20:00|66.8|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161113 21:00|60.5|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161113 22:00|62.7|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161113 23:00|64.2|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161114 00:00|70.8|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161114 01:00|97.1|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161114 02:00|106.6|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161114 03:00|107.6|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161114 04:00|114.5|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161114 05:00|123.7|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161114 06:00|132.7|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161114 07:00|141.9|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161114 08:00|144.1|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161114 09:00|141.8|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161114 10:00|144.6|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161114 11:00|158.7|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161114 12:00|140.7|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161114 13:00|116|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161114 14:00|91.8|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161114 15:00|90.4|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161114 16:00|90|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161114 17:00|121|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161114 18:00|143.1|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161114 19:00|150.8|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161114 20:00|155.6|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161114 21:00|155.9|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161114 22:00|158|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161114 23:00|160|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161115 00:00|153.9|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161115 01:00|155.6|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161115 02:00|155.1|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161115 03:00|159.7|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161115 04:00|169|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161115 05:00|167.1|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161115 06:00|153.9|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161115 07:00|162.8|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161115 08:00|168.6|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161115 09:00|161.8|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161115 10:00|107.3|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161115 11:00|68.8|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161115 12:00|56.3|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161115 13:00|51|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161115 14:00|43.6|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161115 15:00|46.7|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161115 16:00|44.2|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161115 17:00|41.4|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161115 18:00|43.6|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161115 19:00|44.5|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161115 20:00|54.3|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161115 21:00|53.5|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161115 22:00|55|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161115 23:00|59.2|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161116 00:00|76.7|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161116 01:00|66.6|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161116 02:00|52.2|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161116 03:00|53.6|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161116 04:00|49.8|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161116 05:00|47.6|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161116 06:00|51.2|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161116 07:00|57.6|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161116 08:00|54.2|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161116 09:00|55.6|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161116 10:00|51|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161116 15:00|17.8|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161116 16:00|22.1|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161116 17:00|25|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161116 18:00|32.1|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161116 19:00|36.3|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161116 20:00|36.1|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161116 21:00|49.6|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161116 22:00|42.2|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161116 23:00|37|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161117 00:00|35.9|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161117 01:00|40.5|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161117 02:00|35|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161117 03:00|33.4|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161117 04:00|36|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161117 05:00|35|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161117 06:00|35.5|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161117 07:00|32.4|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161117 08:00|37.8|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0015|88101|3|20161117 09:00|36.6|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0016|88101|1|20161111 00:00|41.7|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|045|0016|88101|2|20161111 00:00|42.3|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|063|0008|88101|3|20161114 16:00|48.9|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|063|0008|88101|3|20161114 17:00|51.6|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|063|0008|88101|3|20161114 18:00|54.7|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|063|0008|88101|3|20161114 19:00|52.2|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|063|0008|88101|3|20161114 20:00|56.4|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|063|0008|88101|3|20161114 21:00|56|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|063|0008|88101|3|20161114 22:00|57.1|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|063|0008|88101|3|20161114 23:00|53.9|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|063|0008|88101|3|20161115 00:00|49.7|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|063|0008|88101|3|20161115 01:00|49.5|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|063|0008|88101|3|20161115 02:00|49.7|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
45|063|0008|88101|3|20161115 03:00|51|||||105|Micrograms/cubic meter (LC)|RT|Wildfire-U. S.||||||||||||||||||||||||||||||||||||||||||||||||||
