"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE","airnowval","aqsval"
"01/26/2018","AQS","060670010","4","16","ug/m3 SC","15","Sacramento-1309 T Street","1","100.0000","81102","PM10 Total 0-10um STP","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","067","Sacramento","38.56844","-121.49311",".","16"
"01/27/2018","AQS","060670010","4","15","ug/m3 SC","14","Sacramento-1309 T Street","1","100.0000","81102","PM10 Total 0-10um STP","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","067","Sacramento","38.56844","-121.49311",".","15"
"01/31/2018","AQS","060670010","4","24","ug/m3 SC","22","Sacramento-1309 T Street","1","100.0000","81102","PM10 Total 0-10um STP","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","067","Sacramento","38.56844","-121.49311",".","24"
"02/01/2018","AQS","060670010","4","27","ug/m3 SC","25","Sacramento-1309 T Street","1","100.0000","81102","PM10 Total 0-10um STP","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","067","Sacramento","38.56844","-121.49311",".","27"
"02/02/2018","AQS","060670010","4","43","ug/m3 SC","40","Sacramento-1309 T Street","1","100.0000","81102","PM10 Total 0-10um STP","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","067","Sacramento","38.56844","-121.49311",".","43"
"02/03/2018","AQS","060670010","4","42","ug/m3 SC","39","Sacramento-1309 T Street","1","100.0000","81102","PM10 Total 0-10um STP","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","067","Sacramento","38.56844","-121.49311",".","42"
"02/04/2018","AQS","060670010","4","37","ug/m3 SC","34","Sacramento-1309 T Street","1","100.0000","81102","PM10 Total 0-10um STP","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","067","Sacramento","38.56844","-121.49311",".","37"
"02/06/2018","AQS","060670010","4","18","ug/m3 SC","17","Sacramento-1309 T Street","1","100.0000","81102","PM10 Total 0-10um STP","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","067","Sacramento","38.56844","-121.49311",".","18"
"02/07/2018","AQS","060670010","4","30","ug/m3 SC","28","Sacramento-1309 T Street","1","100.0000","81102","PM10 Total 0-10um STP","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","067","Sacramento","38.56844","-121.49311",".","30"
"02/08/2018","AQS","060670010","4","37","ug/m3 SC","34","Sacramento-1309 T Street","1","100.0000","81102","PM10 Total 0-10um STP","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","067","Sacramento","38.56844","-121.49311",".","37"
"02/09/2018","AQS","060670010","4","34","ug/m3 SC","31","Sacramento-1309 T Street","1","100.0000","81102","PM10 Total 0-10um STP","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","067","Sacramento","38.56844","-121.49311",".","34"
"02/10/2018","AQS","060670010","4","29","ug/m3 SC","27","Sacramento-1309 T Street","1","100.0000","81102","PM10 Total 0-10um STP","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","067","Sacramento","38.56844","-121.49311",".","29"
"02/11/2018","AQS","060670010","4","17","ug/m3 SC","16","Sacramento-1309 T Street","1","100.0000","81102","PM10 Total 0-10um STP","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","067","Sacramento","38.56844","-121.49311",".","17"
"02/12/2018","AQS","060670010","4","16","ug/m3 SC","15","Sacramento-1309 T Street","1","100.0000","81102","PM10 Total 0-10um STP","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","067","Sacramento","38.56844","-121.49311",".","16"
"02/13/2018","AQS","060670010","4","17","ug/m3 SC","16","Sacramento-1309 T Street","1","100.0000","81102","PM10 Total 0-10um STP","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","067","Sacramento","38.56844","-121.49311",".","17"
"02/14/2018","AQS","060670010","4","18","ug/m3 SC","17","Sacramento-1309 T Street","1","100.0000","81102","PM10 Total 0-10um STP","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","067","Sacramento","38.56844","-121.49311",".","18"
"02/15/2018","AQS","060670010","4","16","ug/m3 SC","15","Sacramento-1309 T Street","1","100.0000","81102","PM10 Total 0-10um STP","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","067","Sacramento","38.56844","-121.49311",".","16"
"02/16/2018","AQS","060670010","4","26","ug/m3 SC","24","Sacramento-1309 T Street","1","100.0000","81102","PM10 Total 0-10um STP","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","067","Sacramento","38.56844","-121.49311",".","26"
"02/17/2018","AQS","060670010","4","27","ug/m3 SC","25","Sacramento-1309 T Street","1","100.0000","81102","PM10 Total 0-10um STP","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","067","Sacramento","38.56844","-121.49311",".","27"
"02/18/2018","AQS","060670010","4","10","ug/m3 SC","9","Sacramento-1309 T Street","1","100.0000","81102","PM10 Total 0-10um STP","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","067","Sacramento","38.56844","-121.49311",".","10"
